Generic Name,SMILES,SMILES (InChI Key),Confidence,Permeability Class,Papp (*10E-6 cm/s)
"PC(20:3(8Z,11Z,14Z)/20:1(11Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,LZXZOHSYOCWXFB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
Ribothymidine,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O,DWRXFEITVBNRMK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.41340902
Uridine,O=C1C=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,DRTQHJPVMGBUCF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.41340902
"SM(d18:0/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(O)=N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCC,LOHIJJRFCAEEGY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.353645853
L-Histidine,N[C@@H](CC1=CN=CN1)C(=O)O,HNDVDQJCIGZPNO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.32112641
2-Pyrocatechuic acid,O=C(O)C1=C(O)C(O)=CC=C1,GLDQAMYCGOIJDV-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.283506774
Deoxyadenosine,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,OLXZPDWKRNYJJZ-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,3.227988465
Methyl alpha-D-glucopyranoside,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,HOVAGTYPODGVJG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.22761289
Methyl beta-D-glucopyranoside,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,HOVAGTYPODGVJG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.22761289
Glycyl-Isoleucine,CCC(C)C(N=C(O)CN)C(=O)O,KGVHCTWYMPWEGN-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,3.219532894
Glyceric acid,O=C(O)[C@H](O)CO,RBNPOMFGQQGHHO-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,3.196152402
Isopropyl beta-D-glucoside,CC(C)OC1OC(CO)C(O)C(O)C1O,UOEFDXYUEPHESS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.190161373
SM(d22:0/20:1(11Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(O)=N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCC,XZBDYCJQWJNNJB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.144249414
"2,4-Diaminobutyric acid",NCCC(N)C(=O)O,OGNSCSPNOLGXSM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.135120357
Prolyl-Histidine,O=C(O)C(CC1=CN=CN1)N=C(O)C1CCCN1,BEPSGCXDIVACBU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.09867689
Ureidosuccinic acid,NC(=O)N[C@@H](CC(=O)O)C(=O)O,HLKXYZVTANABHZ-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,3.07706972
Creatinine,CN1CC(=O)NC1=N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,3.076142084
Adenine,NC1=C2NC=NC2=NC=N1,GFFGJBXGBJISGV-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,3.068326175
Lutein,CC1=CC(O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,KBPHJBAIARWVSC-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,3.037679778
Vitamin K1,CC1=C(C/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C(=O)C2=CC=CC=C2C1=O,MBWXNTAXLNYFJB-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,3.036307092
Acetylhomoserine,CC(=O)OCCC(N)C(=O)O,FCXZBWSIAGGPCB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.030034138
L-prolyl-L-proline,O=C(O)C1CCCN1C(=O)C1CCCN1,RWCOTTLHDJWHRS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.006974502
Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C(=O)O,JGSARLDLIJGVTE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.993095719
Methionyl-Alanine,CSCCC(N)C(O)=NC(C)C(=O)O,JHKXZYLNVJRAAJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.989365412
5-Hydroxy-L-tryptophan,NC(CC1=CNC2=C1C=C(O)C=C2)C(=O)O,LDCYZAJDBXYCGN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.948671262
"4,5-Dihydroorotic acid",O=C1CC(C(=O)O)NC(=O)N1,UFIVEPVSAGBUSI-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.918740092
L-Dihydroorotic acid,O=C1C[C@@H](C(=O)O)NC(=O)N1,UFIVEPVSAGBUSI-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.918740092
N-methyl-L-glutamic Acid,CN[C@@H](CCC(=O)O)C(=O)O,XLBVNMSMFQMKEY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.900634988
L-Fucose,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,SHZGCJCMOBCMKK-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.844278478
Glycocholic acid,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,RFDAIACWWDREDC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.839206303
Histidinyl-Proline,NC(CC1=CN=CN1)C(=O)N1CCCC1C(=O)O,LNCFUHAPNTYMJB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.838255032
D-Fructose,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,BJHIKXHVCXFQLS-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.824258872
Inosine,O=C1N=CNC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UGQMRVRMYYASKQ-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.76466477
Leucyl-Alanine,CC(C)CC(N)C(O)=NC(C)C(=O)O,HSQGMTRYSIHDAC-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.758788924
Pyridoxal 5'-phosphate,CC1=NC=C(COP(=O)(O)O)C(C=O)=C1O,NGVDGCNFYWLIFO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.703648143
Conduritol B epoxide,O[C@H]1[C@H](O)[C@@H](O)[C@@H]2O[C@@H]2[C@@H]1O,ZHMWOVGZCINIHW-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.647831084
Histidinyl-Tryptophan,NC(CC1=CN=CN1)C(O)=NC(CC1=CNC2=CC=CC=C12)C(=O)O,FBTYOQIYBULKEH-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.633382328
Ascorbic acid,O=C1C(O)=C(O)O[C@H]1[C@H](O)CO,TYQCGQRIZGCHNB-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.611142675
Estrone glucuronide,C[C@]12CC[C@@H]3C4=CC=C(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)C=C4CC[C@H]3[C@@H]1CCC2=O,FJAZVHYPASAQKM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.60932162
O-Phosphoethanolamine,NCCOP(=O)(O)O,SUHOOTKUPISOBE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.597936038
Leu-Pro-Ile,CCC(C)C(N=C(O)C1CCCN1C(=O)C(N)CC(C)C)C(=O)O,YUTNOGOMBNYPFH-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.563867045
Tyrosyl-Valine,CC(C)C(N=C(O)C(N)CC1=CC=C(O)C=C1)C(=O)O,OYOQKMOWUDVWCR-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.519226482
Nicotinamide riboside,NC(=O)C1=C[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)=CC=C1,JLEBZPBDRKPWTD-UHFFFAOYSA-O,LOW CONFIDENCE,Low permeability,2.513224135
Histidinyl-Valine,CC(C)C(N=C(O)C(N)CC1=CN=CN1)C(=O)O,VLDVBZICYBVQHB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.501392475
Lincomycin,CCC[C@@H]1CC(C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,OJMMVQQUTAEWLP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.405846668
2-Phosphoglyceric acid,O=C(O)C(CO)OP(=O)(O)O,GXIURPTVHJPJLF-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.399026148
O-Acetylserine,CC(=O)OC[C@H](N)C(=O)O,VZXPDPZARILFQX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.396529355
Threoninyl-Tryptophan,CC(O)C(N)C(O)=NC(CC1=CNC2=CC=CC=C12)C(=O)O,KAFKKRJQHOECGW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.393812281
homo-cis-Aconitate,O=C(O)/C=C(/CCC(=O)O)C(=O)O,BJYPZFUWWJSAKC-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.340195757
Glycyl-L-leucine,CC(C)C[C@H](NC(=O)CN)C(=O)O,DKEXFJVMVGETOO-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.257613967
Seryltryptophan,NC(CO)C(O)=NC(CC1=CNC2=CC=CC=C12)C(=O)O,LZLREEUGSYITMX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.249016274
Hypoxanthine,OC1=NC=NC2=C1NC=N2,FDGQSTZJBFJUBT-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.246929884
2-Keto-glutaramic acid,NC(=O)CCC(=O)C(=O)O,COJBGNAUUSNXHX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.244601532
gallic acid,O=C(O)C1=CC(O)=C(O)C(O)=C1,LNTHITQWFMADLM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.226837395
N-Acetylornithine,CC(=O)N[C@@H](CCCN)C(=O)O,JRLGPAXAGHMNOL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.212581432
Monosialoganglioside GM2,CCCCCCCCCCCCC/C=C/[C@H](O)[C@@H](CO[C@@H]1O[C@@H](CO)[C@H](O[C@H]2O[C@@H](CO)[C@@H](O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3N=C(C)O)[C@@H](OC[C@@]3(C(=O)O)C[C@@H](O)[C@H](N=C(C)O)[C@@H]([C@@H](O)[C@@H](O)CO)O3)[C@@H]2O)[C@@H](O)[C@@H]1O)N=C(O)CCCCCCCCCCCCCCCCC,USMMPBVNWHAJBE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.188429291
Urea,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.181070529
Amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(=O)O,LSQZJLSUYDQPKJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.179411397
N(5)-ethyl-L-glutamine,CCN=C(O)CC[C@H](N)C(=O)O,DATAGRPVKZEWHA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.174329752
D-Arabitol,OC[C@@H](O)C(O)[C@H](O)CO,HEBKCHPVOIAQTA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.148172359
Histidinyl-Cysteine,NC(CC1=CN=CN1)C(O)=NC(CS)C(=O)O,MAJYPBAJPNUFPV-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.141960344
Tyrosyl-Glycine,NC(CC1=CC=C(O)C=C1)C(O)=NCC(=O)O,HPYDSVWYXXKHRD-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.137448093
Vitamin C,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,CIWBSHSKHKDKBQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.130692668
20:5 Cholesteryl ester,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,XZFUGMCJZFRBKF-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.120641968
Glycyl-glycine,NCC(=O)NCC(=O)O,YMAWOPBAYDPSLA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.100357225
Ornithine,NCCC[C@H](N)C(=O)O,AHLPHDHHMVZTML-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.085761961
18:1 Cholesteryl ester,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,RJECHNNFRHZQKU-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.080537429
18:2 Cholesteryl ester,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,NAACPBBQTFFYQB-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.080537429
Carnosine,NCCC(=O)N[C@@H](CC1=CN=CN1)C(=O)O,CQOVPNPJLQNMDC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.054435978
L-Kynurenine,NC1=CC=CC=C1C(=O)C[C@H](N)C(=O)O,YGPSJZOEDVAXAB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.050693347
N-Alpha-ccetyllysine,CC(=O)NC(CCCCN)C(=O)O,VEYYWZRYIYDQJM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.028759215
Galactosylceramide (d18:1/20:0),CCCCCCCCCCCCC/C=C\C(O)C(CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCCCC,DFELABABMXOKTD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,2.019247776
17-beta-estradiol-3-glucuronide,C[C@]12CC[C@@H]3C4=C(C=C(OC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)C=C4)CC[C@H]3[C@@H]1CC[C@@H]2O,MUOHJTRCBBDUOW-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,2.018657912
Spermine,NCCCNCCCCNCCCN,PFNFFQXMRSDOHW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.99567562
Pyridoxamine 5'-phosphate,CC1=NC=C(COP(=O)(O)O)C(CN)=C1O,ZMJGSOSNSPKHNH-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.992901138
Leucyl-Leucine,CC(C)CC(N)C(O)=NC(CC(C)C)C(=O)O,LCPYQJIKPJDLLB-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.95126331
3-Phosphoglyceric acid,O=C(O)C(O)COP(=O)(O)O,OSJPPGNTCRNQQC-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.95051738
D-Alanyl-D-alanine,C[C@@H](N)C(=O)N[C@H](C)C(=O)O,DEFJQIDDEAULHB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.94748595
Threoninyl-Valine,CC(C)C(N=C(O)C(N)C(C)O)C(=O)O,CKHWEVXPLJBEOZ-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.938260601
Disialoganglioside Ib,CCCCCCCCCCCCCC=CC(O)C(CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3N=C(C)O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](N=C(C)O)[C@H]([C@H](O)[C@@H](CO)O[C@]4(C(=O)O)C[C@H](O)[C@@H](N=C(O)CO)[C@H]([C@H](O)[C@H](O)CO)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)N=C(O)CCCCCCCCCCCCCCCCC,VPUOVUBYFYUBRY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.92143632
L-Aspartic acid,N[C@@H](CC(=O)O)C(=O)O,CKLJMWTZIZZHCS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.916220083
D-Aspartic acid,N[C@H](CC(=O)O)C(=O)O,CKLJMWTZIZZHCS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.916220083
Alanyl-Histidine,CC(N)C(O)=NC(CC1=CN=CN1)C(=O)O,XZWXFWBHYRFLEF-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.909853102
Histidinyl-Alanine,CC(N=C(O)C(N)CC1=CN=CN1)C(=O)O,FRJIAZKQGSCKPQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.909853102
Guanine,NC1=NC(=O)C2=C(N=CN2)N1,UYTPUPDQBNUYGX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.875429567
Alanyl-Aspartic acid,CC(N)C(O)=NC(CC(=O)O)C(=O)O,XAEWTDMGFGHWFK-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.866690962
L-Asparagine,NC(=O)C[C@H](N)C(=O)O,DCXYFEDJOCDNAF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.859265231
N-oleoyl glutamine,CCCCCCCC/C=C\CCCCCCCC(O)=N[C@@H](CCC(=N)O)C(=O)O,ZHVSXWCIYWYBQP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.850754046
Riboflavin,CC1=C(C)C=C2C(=C1)N=C1C(=NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)CO,AUNGANRZJHBGPY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.850208449
Threonic acid,O=C(O)[C@@H](O)[C@H](O)CO,JPIJQSOTBSSVTP-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.829525889
cis-Aconitic acid,O=C(O)/C=C(/CC(=O)O)C(=O)O,GTZCVFVGUGFEME-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.814052394
4-Hydroxyphenyl-beta-glucopyranoside,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,BJRNKVDFDLYUGJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.813041024
Oxalacetic acid,O=C(O)CC(=O)C(=O)O,KHPXUQMNIQBQEV-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.789868561
3-Sulfinoalanine,N[C@@H](C[SH](=O)=O)C(=O)O,WVMUCBHSEHBMKA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.783859106
L-Lysine,NCCCC[C@H](N)C(=O)O,KDXKERNSBIXSRK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.78123583
D-Glucose,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.78121081
D-Galactose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.78121081
D-Mannose,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.78121081
Beta-D-Galactose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.78121081
Talose,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@H]1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.78121081
Orotic acid,O=C(O)C1=CC(=O)NC(=O)N1,PXQPEWDEAKTCGB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.765770237
1-Methyladenosine,CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N,GFYLSDSUCHVORB-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.764225195
"7,11-Dioxolanost-8-en-3-yl acetate",CC(=O)OC1CCC2(C)C3=C(C(=O)CC2C1(C)C)C1(C)CCC(C(C)CCCC(C)C)C1(C)CC3=O,MMVITYGCRCBTDU-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.740767117
alpha-D-Allofuranose,OC[C@@H](O)[C@H]1O[C@H](O)[C@H](O)[C@@H]1O,AVVWPBAENSWJCB-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.705595831
Serylmethionine,CSCCC(N=C(O)C(N)CO)C(=O)O,PBUXMVYWOSKHMF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.704869846
16:0 Cholesteryl ester,CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,BBJQPKLGPMQWBU-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.67097252
N6-Acetyl-L-lysine,CC(=O)NCCCC[C@H](N)C(=O)O,DTERQYGMUDWYAZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.666336641
Pseudouridine,O=C1NC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,PTJWIQPHWPFNBW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.648243397
L-Malic acid,O=C(O)C[C@H](O)C(=O)O,BJEPYKJPYRNKOW-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.635176207
Malic acid,O=C(O)CC(O)C(=O)O,BJEPYKJPYRNKOW-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.635176207
Aminoadipic acid,NC(CCCC(=O)O)C(=O)O,OYIFNHCXNCRBQI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.634621334
Leucyl-Aspartate,CC(C)CC(N)C(O)=NC(CC(=O)O)C(=O)O,DVCSNHXRZUVYAM-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.624696492
Creatine,CN(CC(=O)O)C(=N)N,CVSVTCORWBXHQV-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.624460659
Cysteinyl-Serine,NC(CS)C(O)=NC(CO)C(=O)O,YXQDRIRSAHTJKM-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.621669831
Alanyl-Tyrosine,CC(N)C(O)=NC(CC1=CC=C(O)C=C1)C(=O)O,ALZVPLKYDKJKQU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.620735914
Tylosin,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C/C(C)=C/C1COC1OC(C)C(O)C(OC)C1OC,WBPYTXDJUQJLPQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.5734269
22:5 Cholesteryl ester,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,XOLZNHXNFMEUGA-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.555238493
Xanthine,O=C1NC(=O)C2=C(N=CN2)N1,LRFVTYWOQMYALW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.536492552
Valyl-Leucine,CC(C)CC(N=C(O)C(N)C(C)C)C(=O)O,XCTHZFGSVQBHBW-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.53490966
Tyrosyl-Leucine,CC(C)CC(N=C(O)C(N)CC1=CC=C(O)C=C1)C(=O)O,AUEJLPRZGVVDNU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.532995986
D-2-Hydroxyglutaric acid,O=C(O)CC[C@@H](O)C(=O)O,HWXBTNAVRSUOJR-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.515521412
2-Hydroxyglutarate,O=C(O)CCC(O)C(=O)O,HWXBTNAVRSUOJR-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.515521412
Leucyl-Serine,CC(C)CC(N)C(O)=NC(CO)C(=O)O,XGDCYUQSFDQISZ-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.505268909
O-Succinyl-L-homoserine,N[C@@H](CCOC(=O)CCC(=O)O)C(=O)O,GNISQJGXJIDKDJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.492803588
L-Glutamine,NC(=O)CC[C@H](N)C(=O)O,ZDXPYRJPNDTMRX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.485568126
2-Methylguanosine,CNC1=NC(=O)C2=C(N1)N([C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C=N2,SLEHROROQDYRAW-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,1.473254158
Glycyl-Tyrosine,NCC(O)=NC(CC1=CC=C(O)C=C1)C(=O)O,XBGGUPMXALFZOT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.462226947
Isoxanthopterin,NC1=NC(=O)C2=C(N1)NC(=O)C=N2,GLKCOBIIZKYKFN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.446988981
Ethylenediaminetetraacetic acid,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,KCXVZYZYPLLWCC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,1.438239128
